dialogue_line,anger,disgust,fear,joy,neutral,sadness,surprise
"Uh, Yes. Yes. I’ve just been going over your data here, and little thing, you’ve been post-dating your Friday numbers.",0.0036320227663964033,0.0033526355400681496,0.000737363938242197,0.004396065603941679,0.9847111105918884,0.0019038015743717551,0.0012670536525547504
"Which is bad, because?",0.016788214445114136,0.4823799133300781,0.04565570876002312,0.002155269728973508,0.373903751373291,0.019185254350304604,0.05993185192346573
"Well, it throws my WENUS out of whack.",0.2493096888065338,0.13240723311901093,0.01532612182199955,0.03360827639698982,0.5266132354736328,0.04062836244702339,0.002107135020196438
Your... excuse me?,0.8506177663803101,0.016557568684220314,0.008357753977179527,0.0007792560500092804,0.005983772687613964,0.002988222287967801,0.11471562832593918
WENUS. (Coughs) Weekly Estimated Net...,0.0018319855444133282,0.0026970659382641315,0.001059580477885902,0.0019659351091831923,0.9830332398414612,0.004365283530205488,0.005046888720244169
"Oh, Net Usage Statistics, right. Gotcha, gotcha. Won’t happen again. I wouldn’t want to do anything to hurt your... ""wenus.""",0.06617704033851624,0.019267983734607697,0.15331918001174927,0.00727818114683032,0.7134485840797424,0.03901103511452675,0.0014979466795921326
"It’s not just that she’s cute, okay. It’s just that... she’s really really cute.",0.0034327651374042034,0.064558245241642,0.014462674036622047,0.03198463097214699,0.7226961255073547,0.16029170155525208,0.0025738070253282785
It doesn’t matter. You don’t dip your pen in the company ink.,0.009920936077833176,0.01053156889975071,0.0005513200303539634,0.007279479410499334,0.9682628512382507,0.0016434278804808855,0.001810508081689477
"Ross, your little creature’s got the remote again.",0.019236596301198006,0.0990179106593132,0.001500581973232329,0.11435089260339737,0.3272642493247986,0.001988154835999012,0.4366416335105896
"Marcel, Marcel, give Rossie the remote. Marcel. Marcel, you give Rossie the remote right now... Marce... you give Rossie the remote...",0.00372907891869545,0.001719651510939002,0.002167338039726019,0.01131677906960249,0.9771562814712524,0.0028770589269697666,0.0010337685234844685
Great.,0.00220553670078516,0.00993300136178732,0.0014265989884734154,0.6458641290664673,0.33425062894821167,0.004799257963895798,0.0015208531403914094
"Relax, I’ll fix it.",0.0028244962450116873,0.0012661442160606384,0.0006846421165391803,0.003989557735621929,0.9878871440887451,0.0027872591745108366,0.0005608100909739733
"(Looking at the television) Cool... ""Urkel"" in Spanish is ""Urkel.""",0.0012143809581175447,0.01187352929264307,0.0013329178327694535,0.020172465592622757,0.9615014791488647,0.002005145186558366,0.0019000980537384748
(looking at the remote) How did he do this?,0.0014323301147669554,0.001144378911703825,0.002353895688429475,0.0007091062725521624,0.009098234586417675,0.00020802700601052493,0.985054075717926
"(Looking out at the balcony) So tell me something, is leaving the Christmas lights up part of your plan to keep us merry all year long?",0.010556225664913654,0.002998524345457554,0.0012630268465727568,0.01891188696026802,0.9573584198951721,0.0006182761280797422,0.008293669670820236
"Ah no, you see, someone was supposed to take them down around New Year’s... but obviously someone forgot.",0.011823330074548721,0.005190114490687847,0.006682564038783312,0.0025135192554444075,0.7493906021118164,0.020739804953336716,0.20366011559963226
"Well, someone was supposed to write ""Rach, take down the lights"" and put it on the re... frigerate... (finally noticing Monica’s note stuck to the refrigerator) How long has that been there?",0.006033278536051512,0.00795789621770382,0.0031494535505771637,0.0016635817009955645,0.8092050552368164,0.003920683637261391,0.1680700182914734
"Hey, where you been?",0.0009581354097463191,0.0005408261204138398,0.000609865237493068,0.001398092950694263,0.9762944579124451,0.0008128682966344059,0.01938585750758648
"I went back to Riff’s. I think Ursula likes me. All I ordered was coffee, she brought me a tuna meltt and four plates of curly fries.",0.0012717762729153037,0.0024284184910357,0.0009044401813298464,0.17844335734844208,0.8130612969398499,0.002416339935734868,0.0014742924831807613
Score.,0.0035976958461105824,0.0028021945618093014,0.0004041880602017045,0.008732922375202179,0.9698941707611084,0.010532972402870655,0.004035839345306158
She is so hot!,0.002490341430529952,0.001917332294397056,0.0009340187534689903,0.9257640242576599,0.007957104593515396,0.000573011755477637,0.060364097356796265
"Yeah, listen. Okay, before you do anything Joey-like, you might wanna run it by err... (he indicates Phoebe, who is helping Ross understand the remote control.)",0.004361669532954693,0.005918644834309816,0.0032827670220285654,0.0011711916886270046,0.9829423427581787,0.0014628542121499777,0.0008605546900071204
Pheebs?,0.001639190479181707,0.0006388144684024155,0.0012316142674535513,0.001106738462112844,0.9320886731147766,0.0011343414662405849,0.06216058135032654
(Jumping up) Yeah?,0.002002755645662546,0.00137701362837106,0.005947799887508154,0.004392358940094709,0.7288724184036255,0.0005956717068329453,0.2568119168281555
You think it would be okay if I asked out your sister?,0.01663275994360447,0.002970780711621046,0.04669780284166336,0.001157691702246666,0.9030875563621521,0.0173642560839653,0.012089204974472523
Why? Why would you wanna... do that?  Why?,0.005933884996920824,0.0029969597235322,0.004219742026180029,0.00034158761263825,0.0034382736776024103,0.0005825962289236486,0.98248690366745
"So that if we went out on a date, she’d be there.",0.0015217738691717386,0.00098144612275064,0.0010952649172395468,0.009070291183888912,0.9851362109184265,0.0015911045484244823,0.0006038428982719779
"Well, I mean, I’m not my sister’s, you know, whatever, and um... I mean, it’s true, we were one egg, once, but err, you know, we’ve grown apart, so, um... I don’t know, why not? Okay.",0.018099989742040634,0.011857676319777966,0.05010082200169563,0.004143865313380957,0.4750553369522095,0.43813759088516235,0.0026046838611364365
"Cool, thanks.",0.001956330379471183,0.0020141613204032183,0.0009487748611718416,0.2966587543487549,0.6944471001625061,0.0021531071979552507,0.0018217762699350715
You okay?,0.0014427958521991968,0.000637698161881417,0.006884596310555935,0.0009653219021856785,0.9469621181488037,0.0007691132486797869,0.042338334023952484
Yeah I’m fine.,0.011435343883931637,0.00854665320366621,0.00963351596146822,0.0041864486411213875,0.8808791637420654,0.08480873703956604,0.0005101729184389114
You wanna watch Laverne y Shirley?,0.0007968515856191516,0.0018233470618724823,0.0014490337343886495,0.004755834583193064,0.9693236351013184,0.0005048088496550918,0.021346403285861015
Sorry.,0.0009096824796870351,0.004498661495745182,0.0030013322830200195,0.0016425912035629153,0.19832362234592438,0.7851864695549011,0.006437637843191624
"Hi. Sorry I’m late. Where’s, where’s Carol?",0.0008640375453978777,0.0017920337850227952,0.0013678986579179764,0.001171246636658907,0.9564986824989319,0.009683731012046337,0.02862243726849556
Stuck at school. Some parent-teacher thing. You can go. I’ll get the information.,0.005009065382182598,0.002348407171666622,0.0006533146370202303,0.0015410918276757002,0.9875017404556274,0.002197815803810954,0.0007485593087039888
"No... No... No. I think I should stay, I think we should both know what’s going on.",0.01900588907301426,0.0669201910495758,0.07191330939531326,0.003953902516514063,0.412600040435791,0.42347803711891174,0.002128629945218563
"Oh, good. This’ll be fun.",0.0016710063209757209,0.001578339608386159,0.0008675558492541313,0.8195494413375854,0.17365223169326782,0.0015029952628538013,0.0011784809175878763
"Alrighty. We’re gonna start with some basic third stage breathing exercises, so Mummies, why don’t you get on your back? And... coaches, you should be supporting Mummy’s head.",0.0021355655044317245,0.027419833466410637,0.01281240489333868,0.012682527303695679,0.9400617480278015,0.003326704725623131,0.0015612157294526696
What? What? What?,0.002179790521040559,0.002331139985471964,0.007941227406263351,0.0003974705468863249,0.013549375347793102,0.0005068571190349758,0.9730941653251648
I am supposed to be the mommy?,0.11542095988988876,0.007399585098028183,0.11021333187818527,0.014880478382110596,0.4148041009902954,0.022706476971507072,0.3145751357078552
"Okay, I’m gonna play my sperm card one more time.",0.16311243176460266,0.13194823265075684,0.0023526749573647976,0.005121190566569567,0.6399505138397217,0.05611366406083107,0.0014012590982019901
"Look, I don’t see why I should have to miss out on the coaching training just because I’m a woman.",0.006188508588820696,0.015907134860754013,0.0007860376499593258,0.0019788413774222136,0.9666488766670227,0.006709716282784939,0.0017808825941756368
I see. So what do you propose to do?,0.0024201010819524527,0.0015805561561137438,0.002838077489286661,0.00608002720400691,0.9112938046455383,0.0006544862990267575,0.07513295859098434
I will flip you for it.,0.00920160859823227,0.002119318814948201,0.0015582566848024726,0.06148868799209595,0.923682689666748,0.0010420182952657342,0.0009073917753994465
"Flip me for it? No, no, no... heads, heads, heads!",0.2158443033695221,0.17687012255191803,0.09716319292783737,0.18751640617847443,0.2417135238647461,0.014476042240858078,0.0664164125919342
(Triumphantly) On your back... Mom.,0.004664870910346508,0.010058855637907982,0.0031522931531071663,0.46658414602279663,0.50750333070755,0.001460402738302946,0.006576145067811012
"Alright, Mommies, take a nice deep cleansing breath.",0.0012423241278156638,0.014954173937439919,0.00604884373024106,0.009407549165189266,0.951363205909729,0.016022248193621635,0.0009615760063752532
Good. Now imagine your vagina is opening like a flower.,0.001775985350832343,0.1667093187570572,0.0019901134073734283,0.44076094031333923,0.3770519495010376,0.0021601691842079163,0.009551583789288998
"Mr. D, how’s it going, sir?",0.0005810500006191432,0.0006646641995757818,0.001571477740071714,0.003671252867206931,0.9909708499908447,0.000938675832003355,0.0016019452596083283
"Ohh, it’s been better. The Annual Net Usage Statistics are in.",0.0026801966596394777,0.002195551758632064,0.00042701029451563954,0.23896393179893494,0.7486831545829773,0.003275911556556821,0.0037742150016129017
And?,0.0021496072877198458,0.0008462039986625314,0.0023545792791992426,0.0013134867185726762,0.5339800715446472,0.0015382496640086174,0.45781776309013367
It’s pretty ugly. We haven’t seen an ANUS this bad since the seventies.,0.0008235589484684169,0.6943079829216003,0.0051251621916890144,0.005047162529081106,0.05698287859559059,0.23288032412528992,0.004833002109080553
So what does this mean?,0.00386905949562788,0.0020285937935113907,0.0020604454912245274,0.0006349602481350303,0.8709412217140198,0.0010482732905074954,0.11941749602556229
"Well, we’re gonna be layin’ off people in every department.",0.002932073315605521,0.004134171176701784,0.0015613704454153776,0.012039783410727978,0.9744918346405029,0.004292550962418318,0.0005481424741446972
"Hey, listen, I know I came in late last week, but I slept funny, and my hair was very very &ndash;",0.0038527240976691246,0.0026463365647941828,0.004785445984452963,0.2557554841041565,0.7169439792633057,0.011351444758474827,0.00466447789222002
Not you. Relax. Ever have to fire anyone?,0.019396936520934105,0.022094503045082092,0.013913982547819614,0.0038748993538320065,0.9323091506958008,0.002727937651798129,0.005682575516402721
Nina? Nina. (He goes around his desk to where she is sitting.) Nina. (In pain) Nina.,0.002839414170011878,0.04816314950585365,0.006364551372826099,0.0034127540420740843,0.8798423409461975,0.0019730268977582455,0.05740483105182648
Are you okay?,0.0016649188473820686,0.0010232890490442514,0.01705751195549965,0.0010983640095219016,0.964397132396698,0.006430270615965128,0.008328525349497795
"(Looking down at her hand) Yes, yes I am. Err, listen, the reason that I called you in here today was, err... please don’t hate me.",0.011946926824748516,0.016583146527409554,0.8198038339614868,0.003808716544881463,0.07246145606040955,0.07456513494253159,0.0008306868257932365
(Taking her hand away) What?,0.0028081038035452366,0.0027839585673063993,0.011723390780389309,0.0007905869279056787,0.2534005045890808,0.0008057721424847841,0.727687656879425
(Suddenly bright) Would you like to have dinner sometime?,0.0017078128876164556,0.0007733048405498266,0.003150839125737548,0.08705615997314453,0.8844766020774841,0.0009840420680120587,0.02185123972594738
"So Pheebs, what do you want for your birthday?",0.0017973380163311958,0.0008492812630720437,0.00037680071545764804,0.05368876829743385,0.9354889392852783,0.0011125823948532343,0.006686207372695208
"Well, what I really want is for my mom to be alive and enjoy it with me.",0.007349919993430376,0.002665636595338583,0.006816198583692312,0.061790015548467636,0.1935207098722458,0.7271919250488281,0.0006656069308519363
Okay... Let me put it this way. Anything from Crabtree and Evelyn?,0.0028538370970636606,0.0011575552634894848,0.0007304846658371389,0.0013752169907093048,0.9859462380409241,0.0003706499992404133,0.007565995678305626
Ooh! Bath salts would be nice.,0.0006159587064757943,0.0014682626351714134,0.001276107388548553,0.9173265099525452,0.0552060604095459,0.0008607660420238972,0.023246383294463158
"Ooh, okay... good.",0.003487958339974284,0.004562845919281244,0.005741226952522993,0.3180845379829407,0.6642090678215027,0.0028537989128381014,0.0010605130810290575
What is this place?,0.0012340883258730173,0.0027912803925573826,0.0034871064126491547,0.0033591061364859343,0.05827772989869118,0.0003013703098986298,0.9305493235588074
"Look, you’re cold, I have to pee, and... (indicating the sign) ..there’s a cup of coffee on the window. How bad could it be?",0.0016059780027717352,0.37200668454170227,0.07105697691440582,0.036452844738960266,0.32475438714027405,0.008914560079574585,0.1852085143327713
I think we have an answer.,0.0017028843285515904,0.0002756148169282824,0.0013521049404516816,0.011648895218968391,0.9777486324310303,0.0022800893057137728,0.0049917371943593025
What’s she doing here?,0.0014992294600233436,0.0028997017070651054,0.0029767269734293222,0.0020261730533093214,0.12861953675746918,0.0004019940097350627,0.8615766167640686
This could be God’s way of telling us to eat at home.,0.003602846059948206,0.001203895197249949,0.001970154931768775,0.6124838590621948,0.3702440559864044,0.0013652886264026165,0.009129838086664677
Think she got fired at Riff’s?,0.0021465630270540714,0.0006968200323171914,0.001501982449553907,0.0017208067001774907,0.09616562724113464,0.0011786345858126879,0.8965895771980286
"No, no, no. We were there last night. She kept... (shuddering at the memory) ..bringing swordfish. (Indicating the ladies’ bathroom) are you gonna go to the, um?",0.0012667006812989712,0.028874557465314865,0.03793827444314957,0.005076234694570303,0.8852469325065613,0.002669034991413355,0.03892822936177254
"I’m gonna wait till after we order. It’s her, right.",0.0020209108479321003,0.0009893731912598014,0.001090948935598135,0.003184242406859994,0.990206778049469,0.0017612933879718184,0.0007465481758117676
It looks like her.,0.0006173651781864464,0.001395580591633916,0.0005478985840454698,0.005361150950193405,0.9874899983406067,0.0008440679521299899,0.003744050394743681
"Um, excuse me.",0.014171038754284382,0.013812865130603313,0.01995178684592247,0.0012743702391162515,0.9159144759178162,0.03397968411445618,0.0008957558311522007
Yeah?,0.0022631846368312836,0.0007149405428208411,0.001541015924885869,0.0020541236735880375,0.8017193675041199,0.000748015008866787,0.19095925986766815
"Hi, it’s us.",0.00077800452709198,0.0008775225724093616,0.00039425038266927004,0.004817968234419823,0.9905421137809753,0.0012625170638784766,0.0013276138342916965
"(Smiling blankly) Right, and it’s me.",0.0019259367836639285,0.0009504787158221006,0.0011906068539246917,0.013404550962150097,0.9781321287155151,0.003894163528457284,0.0005020990502089262
"So, so you’re here too?",0.0015632855938747525,0.0003778393438551575,0.0005381271475926042,0.005071884952485561,0.9519834518432617,0.0004871998098678887,0.039978303015232086
Much as you are.,0.01077285036444664,0.004752678796648979,0.0006333835190162063,0.012796705588698387,0.9567679166793823,0.013531996868550777,0.0007444138173013926
(Without moving her lips) Your turn.,0.04806392267346382,0.04571235179901123,0.014814856462180614,0.0011798250488936901,0.8782297968864441,0.003196538193151355,0.008802673779428005
Err... we know what we want.,0.015475502237677574,0.004815161693841219,0.0042405156418681145,0.009170370176434517,0.9579769968986511,0.007670850493013859,0.0006507436628453434
"(Philosophically) Oh, that’s good.",0.002522719092667103,0.004877624101936817,0.003241228638216853,0.45504915714263916,0.5268015265464783,0.006416987627744675,0.00109078676905483
All we want is two Caffe Lattes.,0.002277551218867302,0.0014884509146213531,0.0003273513284511864,0.054993364959955215,0.9377673864364624,0.0011764109367504716,0.0019695318769663572
And some biscottie cookies.,0.0010987459681928158,0.0015865276800468564,0.00034257283550687134,0.07979927211999893,0.9120795130729675,0.00304883299395442,0.002044494729489088
Good choice.,0.05656284838914871,0.09138281643390656,0.0035146388690918684,0.006294055841863155,0.8189526200294495,0.022316163405776024,0.0009767756564542651
Definitely her.,0.0009834200609475374,0.0027688140980899334,0.0008978155674412847,0.005614607594907284,0.9855583906173706,0.0031803834717720747,0.0009965526405721903
Yeah.,0.0008730245754122734,0.0013811113312840462,0.0005677594454027712,0.008309708908200264,0.9754905700683594,0.012534016743302345,0.0008438378572463989
I can’t believe you. You still haven’t told that girl she doesn’t have a job yet?,0.025135667994618416,0.020340340211987495,0.003995407372713089,0.0016506263054907322,0.003458762774243951,0.0017800969071686268,0.9436390995979309
"Well, you still haven’t taken down the Christmas lights.",0.005067578982561827,0.0049672964960336685,0.0006467364728450775,0.007913785986602306,0.961397647857666,0.014587176963686943,0.005419840104877949
"Congratulations, I think you’ve found the world’s thinnest argument.",0.003926462959498167,0.0018698242492973804,0.0005291851121000946,0.7759646773338318,0.15821225941181183,0.0008163634338416159,0.058681268244981766
"I’m just trying to find the right moment, you know?",0.017543859779834747,0.001001119613647461,0.019005510956048965,0.02310381829738617,0.9140369296073914,0.02380644530057907,0.0015022152801975608
"Oh, well, that shouldn’t be so hard, now that you’re dating. (Imitating men at their worst) ""Sweetheart, you’re fired, but how ’bout a quickie before I go to work?""",0.11932116746902466,0.15699483454227448,0.011244680732488632,0.18567830324172974,0.49470776319503784,0.009463111869990826,0.022590160369873047
Hey.,0.0007628120947629213,0.0006527649820782244,0.0002932832285296172,0.0025361948646605015,0.9914441704750061,0.001540942583233118,0.0027699177153408527
Hey.,0.0007628120947629213,0.0006527649820782244,0.0002932832285296172,0.0025361948646605015,0.9914441704750061,0.001540942583233118,0.0027699177153408527
"You know, once you’re inside, you don’t have to knock any more.",0.01717006042599678,0.016928942874073982,0.0026348952669650316,0.06557188928127289,0.8907307982444763,0.005120390560477972,0.0018430758500471711
I’ll get it.,0.006172308698296547,0.002069941721856594,0.0004934000899083912,0.003819438861683011,0.9828218817710876,0.0041173528879880905,0.0005055209621787071
"Oh. Hi, Mr.Heckles.",0.0005309461848810315,0.001731016905978322,0.00145500130020082,0.006834395695477724,0.9841887950897217,0.000929251778870821,0.004330639261752367
You’re doing it again.,0.025484994053840637,0.08447776734828949,0.0028532559517771006,0.016803078353405,0.8563422560691833,0.006402254570275545,0.007636350113898516
"We’re not doing anything. We’re just sitting around talking, quietly.",0.009304978884756565,0.028835808858275414,0.0016529584536328912,0.005384810734540224,0.936935544013977,0.017004359513521194,0.0008816181216388941
I can hear you through the ceiling. My cats can’t sleep.,0.004357005935162306,0.0068083652295172215,0.09157241135835648,0.033422742038965225,0.8345980644226074,0.023613810539245605,0.005627582315355539
You don’t even have cats.,0.012171344831585884,0.023308897390961647,0.0006788737955503166,0.0016580622177571058,0.9196412563323975,0.009593959897756577,0.03294758126139641
I could have cats.,0.002260824665427208,0.0016892721178010106,0.002080179052427411,0.049117688089609146,0.9342197775840759,0.0075090620666742325,0.0031232440378516912
(Closing the door) Goodbye Mr.Heckles.,0.0007310364162549376,0.004006410948932171,0.002056602155789733,0.007453632541000843,0.9820782542228699,0.0028472482226788998,0.0008269103127531707
We’ll try to keep it down.,0.002855766797438264,0.0017136700917035341,0.0012633383739739656,0.001629546983167529,0.9864878058433533,0.005433369427919388,0.000616423727478832
"Phoebe, could you do me a favour? Could you try this on? I just wanna make sure it fits.",0.0017582144355401397,0.000798350025434047,0.0033282276708632708,0.0030591569375246763,0.9882947206497192,0.0011154823005199432,0.0016459086909890175
"Ooh, my first birthday present... (delightedly examining the cardigan in her lap) ..oh, this is really...",0.004182565491646528,0.0005067738820798695,0.004288190510123968,0.0965719074010849,0.017465554177761078,0.0009267833665944636,0.8760582208633423
"Oh, no no no. It’s for Ursula. I just figured, you know, size-wise.",0.000852222612593323,0.0010819481685757637,0.0010630881879478693,0.002322571584954858,0.9903880953788757,0.0017469197046011686,0.002545194001868367
"Ohhh... Sure, yeah... (disgustedly dropping the cardigan back into the bag) ..okay, it fits.",0.003696559462696314,0.1906142234802246,0.02883949689567089,0.010127655230462551,0.7036302089691162,0.054263580590486526,0.008828268386423588
Are you seein’ her again tonight?,0.01145842019468546,0.02967166155576706,0.011052530258893967,0.010746634565293789,0.8201829195022583,0.020719295367598534,0.09616860002279282
Yep. Ice Capades.,0.0010455087758600712,0.0011508067836984992,0.0004317310231272131,0.014886703342199326,0.9771275520324707,0.004417003598064184,0.0009406411554664373
"Wow, this is serious. I’ve never known you to pay money for any kind of capade.",0.0012765006395056844,0.0017407974228262901,0.0011907484149560332,0.0014149559428915381,0.0023744828067719936,0.00021400820696726441,0.9917885661125183
"I don’t know. I like her, you know. She’s different. There’s uh, somethin’ about her.",0.0032341768965125084,0.11185752600431442,0.03516627103090286,0.1696424037218094,0.6170810461044312,0.05593593791127205,0.007082624826580286
"That you like, (snappily confronting Joey over the heads of the knitting circle) we get it. You like her. Great!",0.003161099273711443,0.001712532015517354,0.0005342738004401326,0.9771276712417603,0.013494986109435558,0.0003816264506895095,0.003587830811738968
"Hey, Phoebe, I asked you, and you said it was okay.",0.0022472781129181385,0.0013365455670282245,0.006001374684274197,0.0008087485912255943,0.9743102788925171,0.01139035727828741,0.0039053724613040686
"Alright, well, maybe now it’s not okay.",0.024302072823047638,0.015899093821644783,0.02821989543735981,0.0013506662799045444,0.668839156627655,0.26027247309684753,0.00111661187838763
Okay... Well maybe now I’m not okay with it not being okay.,0.023403460159897804,0.012763293460011482,0.08465365320444107,0.0023263164330273867,0.42922279238700867,0.4450570046901703,0.0025735110975801945
Okay.,0.0011337349424138665,0.0012424400774762034,0.000666008098050952,0.002290018368512392,0.9931174516677856,0.0006890349905006588,0.0008612199453637004
"Knit, good woman, knit, knit!",0.03552009537816048,0.0037488744128495455,0.0017392137087881565,0.909095048904419,0.041038792580366135,0.0008036268991418183,0.00805443525314331
And that’s the Chrysler Building right there.,0.000703940459061414,0.0011669003870338202,0.0005009537562727928,0.004698128905147314,0.9890822172164917,0.0007225501467473805,0.0031253243796527386
Nina.,0.0013631017645820975,0.01712602935731411,0.002085665240883827,0.0007953413296490908,0.9683929681777954,0.004571481607854366,0.005665414500981569
Mr.Douglas... (flirting defensively) ..cool tie.,0.002216106513515115,0.0012972814729437232,0.006283013615757227,0.3709980547428131,0.6110839247703552,0.006085830740630627,0.002035764278843999
"(Shutting the door, then pointing vaguely at Nina’s shapely departure) She’s still here.",0.0009065384510904551,0.0023203955497592688,0.0011873305775225163,0.002793234074488282,0.989291250705719,0.0010979592334479094,0.0024032944347709417
"Yes, yes she is. Didn’t I memo you on this? See, after I let her go, err, I got a call from her psychiatrist, Dr. Flanen-nen, Dr. Flanen, Dr. Flan.",0.004185244906693697,0.0014055899810045958,0.01342327892780304,0.0016597332432866096,0.9712150692939758,0.005526427179574966,0.002584602916613221
"And err, he informed me that uh, she took the news rather badly, in fact, he uh, mentioned the word frenzy.",0.006228295154869556,0.004929254297167063,0.0037115805316716433,0.0021492696832865477,0.9546268582344055,0.026866285130381584,0.001488397945649922
You’re kidding? She seems so...,0.0018893396481871605,0.004985359963029623,0.0015074178809300065,0.000729731866158545,0.0024507262278348207,0.00042484502773731947,0.9880125522613525
"Oh, no, no. Nina... (miming fairies twinkling around his head) ..she is whooo wewee-woo whoo whoo! In fact, if you asked her right now, she would have no recollection of being fired at all, none at all.",0.013148866593837738,0.018994078040122986,0.011161783710122108,0.5093996524810791,0.04516603425145149,0.004849395714700222,0.39728018641471863
That’s unbelievable.,0.0011099615367129445,0.001668736687861383,0.004027472343295813,0.016756955534219742,0.0028421056922525167,0.0005628225626423955,0.9730319976806641
"And yet, believable. So I decided not to fire her again until I can be assured that she will be no threat to herself, or others.",0.015556572936475277,0.009148810058832169,0.01701057329773903,0.004892581608146429,0.9228209853172302,0.029905149713158607,0.0006653659511357546
I see. I guess you never really know what’s goin’ on inside a person’s head.,0.0033695269376039505,0.11414819955825806,0.010582508519291878,0.017247548326849937,0.8043596148490906,0.008389848284423351,0.04190276190638542
"Well, I guess that’s why they call it psychology, sir.",0.002087497618049383,0.007331685163080692,0.0019967881962656975,0.0008966929162852466,0.9813607335090637,0.005404149182140827,0.0009225014946423471
"..a sound Mom and Dad never forget. For this after all, is the miracle of birth.",0.002664608182385564,0.0013494534650817513,0.002459256909787655,0.3064405918121338,0.6717464327812195,0.009875868447124958,0.0054638278670609
Lights please? And that’s having a baby. Next week is our final class.,0.0020361081697046757,0.0031460958998650312,0.0025484892539680004,0.08887023478746414,0.8974671363830566,0.0013369139051064849,0.004595065955072641
"Susan, go deep.",0.0017010135343298316,0.005539414007216692,0.0038402832578867674,0.001923734205774963,0.9791691899299622,0.0037515703588724136,0.004074742551892996
This is impossible. It’s just impossible.,0.00818196777254343,0.017140887677669525,0.42268747091293335,0.0018467758782207966,0.20965875685214996,0.3178778290748596,0.02260632999241352
"What is, honey?",0.0014408663846552372,0.0015291047748178244,0.0017926385626196861,0.0008838273934088647,0.9148749113082886,0.0006222827942110598,0.07885631173849106
"What that woman... did. I am not doin’ that. It’s just gonna have to stay in, that’s all, everything will be the same, it’ll just stay in.",0.16924118995666504,0.4862692356109619,0.013628831133246422,0.007345475256443024,0.09702209383249283,0.22189506888389587,0.0045980773866176605
"Carol, honey, shhh, shhh, everything’s gonna be alright.",0.003625516314059496,0.005713434424251318,0.08664721995592117,0.004566867370158434,0.8357095122337341,0.06288023293018341,0.0008572997176088393
"(screaming at Ross) Oh, what do you know?  No one's going up to you and saying, ""Hi, is that your nostril?  Mind if we push this pot roast through it?""",0.19584250450134277,0.4475767910480499,0.07929755002260208,0.00714187603443861,0.0742085799574852,0.005896918475627899,0.19003571569919586
"Carol, Carol, sweetie. Cleansing breath.",0.0009635116439312696,0.0087759830057621,0.0024694614112377167,0.12716563045978546,0.8539274334907532,0.005405854433774948,0.001292075146920979
"I know it’s frightening, but, big picture. The birth part is just one day, and when it’s over, we’re all gonna be parents for the rest of our lives.",0.0014538170071318746,0.002839066553860903,0.7190906405448914,0.008232244290411472,0.07276791334152222,0.19479911029338837,0.000817192776594311
"I mean, that’s what this is all about, right? Ross? Ross?",0.42900341749191284,0.04297957941889763,0.02954063005745411,0.0035185932647436857,0.46109625697135925,0.005674536805599928,0.028186962008476257
I’m gonna be a father.,0.0036306881811469793,0.001520666410215199,0.002537330612540245,0.794495165348053,0.15769577026367188,0.0391017384827137,0.00101868633646518
This is just occurring to you?,0.010617345571517944,0.001895163324661553,0.0020285388454794884,0.0004897827166132629,0.004971771966665983,0.0003113103157375008,0.9796860814094543
"I always knew I was havin’ a baby, I just never realised the baby was having me.",0.006402205675840378,0.0006689082365483046,0.06026257947087288,0.7355266213417053,0.06838461756706238,0.02297806553542614,0.10577699542045593
"(She comforts him too) Oh, you’re gonna be great!",0.0012534965062513947,0.0003641459043137729,0.0007469092961400747,0.9859622120857239,0.007522786967456341,0.0010840697214007378,0.003066419390961528
"Aw, how can you say that? I can’t even get Marcel to stop eating the bath mat. How am I gonna raise a kid?",0.071464404463768,0.2832797169685364,0.0302117932587862,0.008795076049864292,0.013741305097937584,0.06337163597345352,0.529136061668396
"You know, Ross, some scientists are now saying that, that monkeys and babies are actually different.",0.0021345994900912046,0.025355050340294838,0.0016594687476754189,0.0024044548626989126,0.9552070498466492,0.006041278131306171,0.007198126055300236
Where’re you going?,0.0007338597788475454,0.0007517557824030519,0.0014727130765095353,0.0022753416560590267,0.9657220840454102,0.0008835959015414119,0.02816063165664673
Out.,0.8492375612258911,0.04612759128212929,0.002611900679767132,0.002088898792862892,0.06223965808749199,0.01756828837096691,0.0201259832829237
With?,0.0025949322152882814,0.000978049705736339,0.002418615622445941,0.0008951345807872713,0.26881200075149536,0.0013911364367231727,0.7229100465774536
(Spreading his arms wide) Yes.,0.0016583914402872324,0.018237370997667313,0.0045881387777626514,0.037381671369075775,0.9334713816642761,0.0033259910997003317,0.0013370229862630367
"Alright, could I just ask you one question?",0.0017192501109093428,0.0005955561646260321,0.0014298720052465796,0.0013126312987878919,0.9923107624053955,0.0005958629189990461,0.0020360543858259916
"Have you two, you know... like... you know... you know... yet?",0.030296117067337036,0.0038987603038549423,0.021255379542708397,0.07898660749197006,0.8220866322517395,0.005832647904753685,0.03764381259679794
"Well, not that it’s any of your business, but, no, we haven’t, okay?",0.17727524042129517,0.092042937874794,0.042394135147333145,0.0026153824292123318,0.6152879595756531,0.06352173537015915,0.006862595211714506
"You meant sex, right?",0.0037856074050068855,0.0157691091299057,0.0014679527375847101,0.0032735466957092285,0.9049239754676819,0.0006160689517855644,0.07016374915838242
Do you have a sec?,0.0028744260780513287,0.0013295597163960338,0.0034319108817726374,0.00040590096614323556,0.9746066331863403,0.0011476309737190604,0.016203882172703743
